student_id,school_id,school_name,state,municipality,year,grade_level,age,gender,socio_economic_class,parent_education,family_income_R$,previous_repeat,attendance_rate,avg_score,special_needs,household_size,urban_rural,teacher_student_ratio,infrastructure_score,dropped_out,dropout_date
ST007428,S0074,Escola 74,PE,Caruaru,2022,2º Ano EF,6,M,Alta,Médio,11616,0,0.841,95.3,0,4,Urbano,0.078,93.5,0,
ST007429,S0156,Escola 156,PA,Castanhal,2021,3º Ano EM,18,M,Média,Médio,4011,0,0.836,75.0,0,6,Urbano,0.055,59.3,0,
ST007430,S0048,Escola 48,AM,Itacoatiara,2020,3º Ano EF,11,M,Média,Fundamental Completo,2092,0,0.984,68.5,0,3,Urbano,0.053,85.9,1,2020-07-23
ST007431,S0123,Escola 123,RJ,Campos,2018,8º Ano EF,14,F,Média,Médio,10643,0,0.848,96.8,0,6,Urbano,0.044,91.0,1,2018-06-19
ST007432,S0006,Escola 6,SP,Campinas,2022,3º Ano EM,18,F,Média,Médio,6722,0,0.912,57.5,0,4,Urbano,0.044,66.5,0,
ST007433,S0159,Escola 159,RS,Porto Alegre,2024,3º Ano EF,10,F,Média,Pós-graduação,6661,0,0.833,87.0,1,6,Urbano,0.033,52.1,1,2024-08-11
ST007434,S0066,Escola 66,BA,Ilhéus,2018,9º Ano EF,12,F,Média,Pós-graduação,9250,0,0.924,64.5,0,7,Urbano,0.082,90.3,0,
ST007435,S0116,Escola 116,SP,São Paulo,2023,6º Ano EF,10,M,Alta,Fundamental Incompleto,8900,0,0.809,71.7,0,3,Urbano,0.035,74.5,0,
ST007436,S0024,Escola 24,AM,Itacoatiara,2018,3º Ano EM,19,F,Média,Superior,5673,0,0.909,69.8,0,4,Urbano,0.09,48.6,1,2018-07-14
ST007437,S0035,Escola 35,RJ,Campos,2018,3º Ano EM,18,F,Baixa,Fundamental Incompleto,2541,1,0.599,33.4,0,4,Urbano,0.078,82.3,1,2018-09-05
ST007438,S0063,Escola 63,AM,Itacoatiara,2019,4º Ano EF,8,F,Média,Superior,9656,1,0.927,57.9,0,4,Urbano,0.08,53.4,0,
ST007439,S0108,Escola 108,AM,Parintins,2022,1º Ano EF,6,M,Média,Superior,7949,0,0.951,44.9,0,5,Rural,0.051,72.6,0,
ST007440,S0051,Escola 51,SP,São Paulo,2021,1º Ano EF,6,F,Média,Fundamental Completo,4955,0,0.958,55.4,0,4,Rural,0.071,74.9,1,2021-08-28
ST007441,S0189,Escola 189,RS,Santa Maria,2020,2º Ano EF,6,F,Média,Superior,1701,0,0.842,30.9,0,3,Urbano,0.068,57.3,0,
ST007442,S0179,Escola 179,PA,Marabá,2022,1º Ano EF,6,M,Média,Fundamental Completo,3937,0,0.942,83.2,0,3,Urbano,0.089,66.0,1,2022-05-07
ST007443,S0082,Escola 82,RS,Caxias do Sul,2022,5º Ano EF,10,M,Média,Fundamental Completo,5012,0,0.992,67.0,1,3,Urbano,0.059,75.4,0,
ST007444,S0113,Escola 113,SP,São Paulo,2019,6º Ano EF,7,F,Baixa,Fundamental Incompleto,2681,0,0.63,74.8,0,4,Urbano,0.053,70.9,1,2019-09-30
ST007445,S0112,Escola 112,BA,Vitória da Conquista,2022,6º Ano EF,12,F,Baixa,Superior,1295,0,0.674,43.6,0,5,Rural,0.034,69.6,0,
ST007446,S0060,Escola 60,RS,Santa Maria,2019,5º Ano EF,11,F,Média,Médio,5610,0,0.926,81.7,0,2,Urbano,0.071,84.6,0,
ST007447,S0004,Escola 4,BA,Salvador,2023,1º Ano EM,16,M,Baixa,Fundamental Completo,2750,0,0.635,86.6,0,6,Urbano,0.07,92.8,1,2023-12-13
ST007448,S0087,Escola 87,RJ,Campos,2022,7º Ano EF,11,M,Média,Médio,5885,0,0.935,96.4,0,4,Urbano,0.082,83.7,0,
ST007449,S0040,Escola 40,CE,Juazeiro do Norte,2022,3º Ano EM,19,M,Média,Fundamental Completo,6865,1,0.87,60.2,0,4,Urbano,0.073,73.0,0,
ST007450,S0157,Escola 157,PE,Olinda,2024,7º Ano EF,12,F,Média,Fundamental Completo,7517,0,0.926,62.3,0,4,Urbano,0.045,98.0,0,
ST007451,S0068,Escola 68,AM,Parintins,2021,9º Ano EF,14,F,Baixa,Fundamental Incompleto,3280,0,0.766,72.2,0,3,Rural,0.034,85.1,1,2021-12-16
ST007452,S0129,Escola 129,RS,Santa Maria,2020,9º Ano EF,14,M,Baixa,Fundamental Incompleto,1501,0,0.667,46.1,0,3,Urbano,0.087,71.5,1,2020-07-06
ST007453,S0133,Escola 133,AM,Manaus,2018,6º Ano EF,11,F,Baixa,Médio,5031,0,0.704,62.7,0,3,Urbano,0.061,54.1,1,2018-12-18
ST007454,S0135,Escola 135,PA,Santarém,2018,9º Ano EF,15,M,Baixa,Fundamental Incompleto,2886,0,0.701,58.3,0,4,Urbano,0.047,56.2,0,
ST007455,S0161,Escola 161,PA,Castanhal,2024,7º Ano EF,10,M,Média,Médio,8099,0,0.922,59.9,0,5,Urbano,0.021,55.4,1,2024-02-04
ST007456,S0103,Escola 103,PE,Caruaru,2018,8º Ano EF,12,M,Alta,Superior,7863,0,0.882,57.9,0,3,Urbano,0.029,64.9,0,
ST007457,S0144,Escola 144,RJ,Niterói,2024,7º Ano EF,12,M,Média,Fundamental Completo,4449,1,0.851,63.4,0,3,Urbano,0.028,72.8,1,2024-04-24
ST007458,S0067,Escola 67,BA,Salvador,2018,2º Ano EF,6,M,Média,Médio,9316,0,1.0,68.7,0,4,Urbano,0.049,68.9,0,
ST007459,S0179,Escola 179,PA,Marabá,2020,4º Ano EF,10,F,Baixa,Médio,2422,0,0.758,59.0,0,2,Urbano,0.089,66.0,1,2020-02-04
ST007460,S0077,Escola 77,PR,Londrina,2019,8º Ano EF,11,F,Alta,Fundamental Incompleto,6815,0,0.89,76.1,0,5,Rural,0.062,71.3,0,
ST007461,S0108,Escola 108,AM,Parintins,2018,7º Ano EF,12,F,Alta,Fundamental Completo,8345,0,0.951,84.6,0,6,Rural,0.051,72.6,0,
ST007462,S0010,Escola 10,PR,Curitiba,2018,6º Ano EF,11,M,Baixa,Fundamental Completo,1383,0,0.867,98.4,1,3,Urbano,0.046,78.1,1,2018-05-24
ST007463,S0032,Escola 32,RS,Caxias do Sul,2021,8º Ano EF,10,M,Alta,Médio,8002,0,0.873,76.2,1,5,Urbano,0.027,97.8,0,
ST007464,S0017,Escola 17,BA,Feira de Santana,2023,8º Ano EF,13,F,Baixa,Pós-graduação,3119,0,0.789,64.0,0,4,Urbano,0.039,54.8,1,2023-07-27
ST007465,S0040,Escola 40,CE,Juazeiro do Norte,2023,2º Ano EF,6,M,Baixa,Fundamental Completo,5194,0,0.779,56.0,0,6,Rural,0.073,73.0,0,
ST007466,S0127,Escola 127,CE,Quixadá,2020,7º Ano EF,14,F,Média,Pós-graduação,8124,1,0.844,87.9,0,4,Urbano,0.061,55.1,0,
ST007467,S0091,Escola 91,BA,Vitória da Conquista,2023,2º Ano EF,8,M,Baixa,Médio,1269,0,0.805,85.2,0,4,Rural,0.069,71.5,0,
ST007468,S0118,Escola 118,RJ,Petrópolis,2024,9º Ano EF,15,O,Alta,Médio,13196,0,0.901,66.0,0,3,Urbano,0.053,52.5,0,
ST007469,S0108,Escola 108,AM,Parintins,2021,1º Ano EM,13,F,Baixa,Superior,2292,0,0.693,61.9,0,4,Urbano,0.051,72.6,1,2021-12-02
ST007470,S0151,Escola 151,PA,Belém,2023,6º Ano EF,12,F,Baixa,Fundamental Incompleto,2520,0,0.824,70.3,0,3,Urbano,0.045,73.8,0,
ST007471,S0025,Escola 25,MG,Ouro Preto,2018,5º Ano EF,10,F,Média,Fundamental Incompleto,2096,1,0.794,47.6,0,5,Urbano,0.023,61.8,1,2018-05-28
ST007472,S0063,Escola 63,AM,Itacoatiara,2018,4º Ano EF,11,F,Baixa,Pós-graduação,2790,1,0.656,63.2,0,3,Urbano,0.08,53.4,1,2018-04-10
ST007473,S0191,Escola 191,RJ,Rio de Janeiro,2020,1º Ano EM,16,M,Média,Fundamental Incompleto,7468,1,0.81,44.5,0,4,Rural,0.071,63.3,1,2020-11-11
ST007474,S0086,Escola 86,SP,Santos,2024,3º Ano EM,20,F,Alta,Superior,6069,0,0.85,78.2,0,5,Rural,0.037,62.5,0,
ST007475,S0106,Escola 106,CE,Juazeiro do Norte,2020,1º Ano EF,6,F,Baixa,Sem escolaridade,2616,0,0.782,82.6,0,5,Urbano,0.041,76.1,0,
ST007476,S0029,Escola 29,SP,São Paulo,2022,9º Ano EF,19,M,Média,Fundamental Completo,6430,0,0.916,64.9,0,3,Urbano,0.058,61.0,0,
ST007477,S0132,Escola 132,CE,Juazeiro do Norte,2019,2º Ano EF,8,F,Média,Fundamental Incompleto,4679,0,1.0,80.2,0,7,Rural,0.084,71.0,0,
ST007478,S0017,Escola 17,BA,Feira de Santana,2022,6º Ano EF,12,F,Baixa,Superior,3628,0,0.753,85.7,0,7,Urbano,0.039,54.8,0,
ST007479,S0005,Escola 5,PR,Foz do Iguaçu,2022,1º Ano EM,15,M,Média,Superior,3770,0,0.946,41.1,0,3,Urbano,0.061,66.5,1,2022-06-10
ST007480,S0057,Escola 57,MG,Ouro Preto,2018,6º Ano EF,11,M,Baixa,Fundamental Completo,4600,0,0.69,99.9,0,4,Rural,0.035,57.4,1,2018-10-23
ST007481,S0166,Escola 166,PE,Recife,2019,3º Ano EF,6,M,Média,Superior,1742,0,0.913,79.5,0,4,Rural,0.087,76.2,0,
ST007482,S0198,Escola 198,RJ,Niterói,2024,7º Ano EF,12,M,Baixa,Médio,3608,1,0.623,27.1,0,3,Urbano,0.069,72.3,1,2024-07-12
ST007483,S0043,Escola 43,BA,Feira de Santana,2021,2º Ano EM,14,F,Alta,Superior,15213,1,0.908,72.8,0,4,Urbano,0.021,68.3,0,
ST007484,S0065,Escola 65,MG,Belo Horizonte,2018,4º Ano EF,9,M,Média,Superior,2811,0,0.957,37.4,0,5,Urbano,0.067,82.2,0,
ST007485,S0170,Escola 170,PR,Londrina,2020,1º Ano EF,7,M,Baixa,Superior,2007,1,0.557,35.3,1,4,Rural,0.088,58.7,0,
ST007486,S0109,Escola 109,BA,Ilhéus,2020,2º Ano EF,7,F,Média,Médio,2432,0,0.929,62.6,0,3,Urbano,0.087,73.9,0,
ST007487,S0034,Escola 34,PR,Curitiba,2019,2º Ano EM,13,M,Média,Médio,8370,0,0.902,76.9,0,3,Urbano,0.054,54.1,0,
ST007488,S0189,Escola 189,RS,Santa Maria,2024,6º Ano EF,10,F,Baixa,Médio,3151,0,0.736,65.4,0,2,Urbano,0.068,57.3,1,2024-10-17
ST007489,S0058,Escola 58,CE,Fortaleza,2024,5º Ano EF,6,M,Baixa,Fundamental Completo,1901,0,0.656,60.7,0,4,Rural,0.02,65.4,1,2024-02-23
ST007490,S0097,Escola 97,PR,Maringá,2021,1º Ano EM,13,M,Baixa,Superior,2591,0,0.722,41.2,0,6,Rural,0.028,74.4,1,2021-07-05
ST007491,S0080,Escola 80,SP,São Paulo,2021,6º Ano EF,11,M,Média,Médio,2072,0,0.917,84.6,0,7,Urbano,0.078,40.2,0,
ST007492,S0036,Escola 36,RS,Caxias do Sul,2022,9º Ano EF,18,M,Média,Médio,4402,0,1.0,57.4,0,4,Urbano,0.081,51.7,0,
ST007493,S0084,Escola 84,MG,Belo Horizonte,2024,1º Ano EF,6,M,Média,Superior,4471,0,1.0,51.6,0,3,Urbano,0.061,62.2,0,
ST007494,S0051,Escola 51,SP,São Paulo,2023,8º Ano EF,13,F,Média,Fundamental Completo,5497,1,0.866,78.8,0,2,Rural,0.071,74.9,1,2023-09-10
ST007495,S0136,Escola 136,BA,Ilhéus,2022,8º Ano EF,10,M,Baixa,Pós-graduação,708,0,0.725,66.0,0,6,Urbano,0.073,93.2,1,2022-07-06
ST007496,S0078,Escola 78,PE,Olinda,2019,2º Ano EM,16,M,Alta,Superior,19158,0,0.818,86.4,0,4,Urbano,0.08,65.5,0,
ST007497,S0178,Escola 178,CE,Juazeiro do Norte,2022,7º Ano EF,13,F,Média,Médio,6510,0,1.0,36.8,0,4,Rural,0.047,91.8,1,2022-07-14
ST007498,S0159,Escola 159,RS,Porto Alegre,2021,4º Ano EF,6,F,Média,Fundamental Incompleto,4244,1,0.866,84.2,0,3,Urbano,0.033,52.1,0,
ST007499,S0173,Escola 173,PA,Castanhal,2021,1º Ano EF,6,M,Alta,Médio,6365,0,0.886,59.3,0,4,Urbano,0.033,68.8,0,
ST007500,S0007,Escola 7,MG,Uberlândia,2018,2º Ano EF,6,F,Baixa,Médio,1863,0,0.704,75.0,0,4,Urbano,0.044,93.7,0,
ST007501,S0174,Escola 174,SP,Santos,2022,3º Ano EM,19,F,Média,Fundamental Incompleto,12624,0,1.0,73.5,0,5,Urbano,0.053,75.1,0,
ST007502,S0133,Escola 133,AM,Manaus,2021,2º Ano EM,19,F,Baixa,Médio,1132,0,0.786,57.3,0,3,Urbano,0.061,54.1,0,
ST007503,S0195,Escola 195,PR,Foz do Iguaçu,2019,3º Ano EF,6,F,Média,Fundamental Completo,6477,0,0.764,54.3,0,5,Urbano,0.033,72.6,0,
ST007504,S0093,Escola 93,PA,Marabá,2021,4º Ano EF,9,M,Alta,Fundamental Completo,4141,0,0.895,93.2,0,2,Urbano,0.076,59.5,0,
ST007505,S0092,Escola 92,CE,Fortaleza,2020,3º Ano EF,8,M,Alta,Médio,10008,0,0.884,72.7,1,3,Rural,0.036,84.5,0,
ST007506,S0158,Escola 158,RS,Pelotas,2022,2º Ano EM,12,M,Baixa,Fundamental Completo,3337,0,0.691,60.6,0,4,Rural,0.062,77.1,1,2022-09-03
ST007507,S0021,Escola 21,AM,Parintins,2023,9º Ano EF,11,M,Baixa,Médio,1601,0,0.727,58.7,0,4,Urbano,0.055,92.0,0,
ST007508,S0035,Escola 35,RJ,Campos,2023,3º Ano EM,19,M,Média,Superior,5071,0,0.837,80.1,0,4,Urbano,0.078,82.3,0,
ST007509,S0121,Escola 121,MG,Ouro Preto,2019,4º Ano EF,7,F,Média,Fundamental Incompleto,2524,0,0.934,79.3,0,4,Urbano,0.073,81.9,0,
ST007510,S0055,Escola 55,RJ,Rio de Janeiro,2024,3º Ano EF,6,M,Baixa,Pós-graduação,5473,0,0.794,64.2,0,4,Urbano,0.058,85.5,0,
ST007511,S0189,Escola 189,RS,Santa Maria,2021,5º Ano EF,9,M,Baixa,Médio,1343,1,0.771,39.2,0,6,Urbano,0.068,57.3,1,2021-09-08
ST007512,S0173,Escola 173,PA,Castanhal,2024,6º Ano EF,13,F,Baixa,Fundamental Incompleto,1237,0,0.602,55.3,0,4,Urbano,0.033,68.8,0,
ST007513,S0144,Escola 144,RJ,Niterói,2019,2º Ano EF,6,F,Baixa,Fundamental Incompleto,1949,0,0.875,68.1,1,4,Urbano,0.028,72.8,0,
ST007514,S0168,Escola 168,AM,Parintins,2022,1º Ano EF,6,F,Baixa,Fundamental Incompleto,1844,0,0.918,52.9,0,3,Rural,0.078,98.5,1,2022-05-25
ST007515,S0095,Escola 95,PE,Caruaru,2020,6º Ano EF,9,F,Média,Fundamental Completo,10397,0,0.921,62.9,0,6,Urbano,0.088,64.1,0,
ST007516,S0179,Escola 179,PA,Marabá,2020,7º Ano EF,10,M,Média,Médio,4427,1,0.926,76.2,0,2,Urbano,0.089,66.0,0,
ST007517,S0037,Escola 37,RJ,Rio de Janeiro,2024,6º Ano EF,9,F,Média,Médio,3940,0,0.96,91.8,0,4,Rural,0.077,73.1,1,2024-03-16
ST007518,S0011,Escola 11,PR,Maringá,2021,3º Ano EM,18,F,Alta,Superior,7021,0,0.784,70.1,0,5,Urbano,0.063,63.0,0,
ST007519,S0042,Escola 42,PE,Petrolina,2019,2º Ano EM,16,M,Baixa,Fundamental Completo,934,0,0.782,64.3,0,6,Urbano,0.052,72.6,0,
ST007520,S0111,Escola 111,AM,Parintins,2023,6º Ano EF,13,M,Média,Fundamental Completo,3466,0,0.916,84.2,0,6,Urbano,0.087,41.2,1,2023-08-22
ST007521,S0057,Escola 57,MG,Ouro Preto,2022,3º Ano EF,7,M,Média,Fundamental Completo,3150,0,1.0,62.6,1,3,Urbano,0.035,57.4,0,
ST007522,S0125,Escola 125,MG,Uberlândia,2019,5º Ano EF,10,F,Média,Fundamental Completo,3715,0,0.991,78.3,0,5,Urbano,0.049,78.8,0,
ST007523,S0151,Escola 151,PA,Belém,2021,3º Ano EM,17,M,Média,Fundamental Completo,2963,1,0.837,80.6,0,7,Urbano,0.045,73.8,0,
ST007524,S0008,Escola 8,RJ,Petrópolis,2023,8º Ano EF,11,M,Alta,Pós-graduação,22185,0,0.897,100.0,0,5,Rural,0.079,81.5,1,2023-05-14
ST007525,S0177,Escola 177,RS,Porto Alegre,2024,6º Ano EF,11,F,Média,Fundamental Completo,4497,0,0.905,81.4,0,4,Urbano,0.028,70.2,0,
ST007526,S0040,Escola 40,CE,Juazeiro do Norte,2018,3º Ano EM,17,F,Média,Médio,4060,0,1.0,68.2,0,4,Urbano,0.073,73.0,0,
ST007527,S0003,Escola 3,RJ,Petrópolis,2023,2º Ano EF,6,M,Alta,Médio,9996,0,0.958,94.3,1,3,Rural,0.027,79.7,0,
ST007528,S0068,Escola 68,AM,Parintins,2024,9º Ano EF,16,F,Baixa,Médio,1545,0,0.75,54.8,0,4,Urbano,0.034,85.1,0,
ST007529,S0174,Escola 174,SP,Santos,2019,5º Ano EF,13,M,Média,Fundamental Completo,8109,0,0.832,82.0,0,6,Rural,0.053,75.1,0,
ST007530,S0111,Escola 111,AM,Parintins,2019,9º Ano EF,10,F,Média,Fundamental Completo,7185,0,0.883,85.9,0,4,Urbano,0.087,41.2,0,
ST007531,S0157,Escola 157,PE,Olinda,2019,1º Ano EF,6,M,Baixa,Fundamental Completo,1058,1,0.612,40.3,0,5,Urbano,0.045,98.0,1,2019-07-08
ST007532,S0037,Escola 37,RJ,Rio de Janeiro,2023,9º Ano EF,14,M,Média,Superior,17011,1,0.918,100.0,0,4,Rural,0.077,73.1,0,
ST007533,S0097,Escola 97,PR,Maringá,2021,3º Ano EM,19,F,Baixa,Médio,3600,0,0.737,51.1,0,4,Rural,0.028,74.4,1,2021-03-30
ST007534,S0062,Escola 62,SP,São Paulo,2021,1º Ano EM,13,F,Média,Fundamental Completo,13356,0,0.826,65.4,0,4,Urbano,0.024,67.2,1,2021-08-02
ST007535,S0013,Escola 13,BA,Vitória da Conquista,2018,3º Ano EM,15,M,Média,Fundamental Completo,3848,0,1.0,65.8,0,3,Rural,0.08,73.6,1,2018-03-22
ST007536,S0123,Escola 123,RJ,Campos,2021,1º Ano EF,6,F,Média,Fundamental Incompleto,3569,1,0.968,47.8,0,5,Urbano,0.044,91.0,1,2021-08-13
ST007537,S0077,Escola 77,PR,Londrina,2018,5º Ano EF,9,M,Baixa,Superior,1804,0,0.642,61.0,0,6,Urbano,0.062,71.3,1,2018-08-26
ST007538,S0185,Escola 185,PA,Belém,2020,8º Ano EF,13,F,Baixa,Fundamental Completo,1346,0,0.668,61.7,0,2,Urbano,0.085,66.6,0,
ST007539,S0039,Escola 39,PR,Londrina,2019,7º Ano EF,13,F,Baixa,Fundamental Completo,2427,0,0.716,65.4,0,3,Urbano,0.081,50.1,1,2019-02-07
ST007540,S0166,Escola 166,PE,Recife,2023,6º Ano EF,11,F,Média,Superior,1651,1,0.901,46.5,0,4,Urbano,0.087,76.2,1,2023-08-11
ST007541,S0159,Escola 159,RS,Porto Alegre,2024,4º Ano EF,7,M,Baixa,Fundamental Incompleto,1490,0,0.627,74.7,0,4,Rural,0.033,52.1,1,2024-02-09
ST007542,S0167,Escola 167,MG,Uberlândia,2021,5º Ano EF,10,F,Média,Fundamental Completo,2224,0,0.958,96.7,0,3,Urbano,0.054,82.3,0,
ST007543,S0083,Escola 83,CE,Fortaleza,2023,3º Ano EF,10,F,Baixa,Pós-graduação,5612,0,0.767,41.5,0,6,Urbano,0.086,92.2,1,2023-04-19
ST007544,S0123,Escola 123,RJ,Campos,2021,1º Ano EF,6,F,Média,Fundamental Completo,4708,0,0.986,46.7,0,7,Urbano,0.044,91.0,1,2021-07-18
ST007545,S0129,Escola 129,RS,Santa Maria,2024,1º Ano EF,6,M,Alta,Superior,6047,0,0.9,100.0,0,5,Urbano,0.087,71.5,0,
ST007546,S0149,Escola 149,SP,Santos,2022,7º Ano EF,14,M,Baixa,Fundamental Incompleto,3644,0,0.718,57.2,0,7,Rural,0.066,77.8,0,
ST007547,S0003,Escola 3,RJ,Petrópolis,2022,8º Ano EF,11,M,Baixa,Médio,7339,1,0.575,11.2,0,4,Urbano,0.027,79.7,1,2022-05-31
ST007548,S0192,Escola 192,AM,Parintins,2018,9º Ano EF,14,F,Baixa,Médio,4054,1,0.466,27.9,0,3,Urbano,0.036,82.8,0,
ST007549,S0172,Escola 172,PA,Belém,2023,5º Ano EF,8,F,Média,Pós-graduação,6422,0,0.799,62.3,0,6,Urbano,0.06,57.8,0,
ST007550,S0050,Escola 50,PE,Petrolina,2019,2º Ano EM,14,M,Média,Fundamental Completo,4527,1,0.75,47.2,0,4,Urbano,0.08,43.6,0,
ST007551,S0148,Escola 148,AM,Manaus,2024,9º Ano EF,13,F,Alta,Fundamental Completo,5939,0,0.991,71.1,0,3,Rural,0.06,50.2,0,
ST007552,S0128,Escola 128,SP,Ribeirão Preto,2023,2º Ano EF,6,F,Baixa,Pós-graduação,4278,0,0.786,46.8,0,4,Urbano,0.086,61.5,1,2023-11-10
ST007553,S0094,Escola 94,BA,Feira de Santana,2023,7º Ano EF,8,F,Média,Médio,6068,0,0.869,87.8,0,4,Rural,0.034,65.1,1,2023-08-02
ST007554,S0184,Escola 184,SP,Campinas,2020,2º Ano EF,6,M,Média,Fundamental Incompleto,5677,0,0.857,66.6,0,3,Urbano,0.04,77.2,0,
ST007555,S0058,Escola 58,CE,Fortaleza,2024,3º Ano EM,19,F,Média,Médio,2913,0,0.983,77.0,0,4,Urbano,0.02,65.4,0,
ST007556,S0027,Escola 27,CE,Fortaleza,2020,5º Ano EF,13,F,Média,Fundamental Incompleto,2312,0,0.957,88.2,1,4,Rural,0.062,52.7,1,2020-07-11
ST007557,S0006,Escola 6,SP,Campinas,2022,5º Ano EF,11,M,Média,Médio,5256,0,0.937,85.5,0,4,Urbano,0.044,66.5,0,
ST007558,S0009,Escola 9,AM,Parintins,2018,2º Ano EM,15,M,Baixa,Fundamental Incompleto,1236,0,0.685,63.8,0,4,Urbano,0.071,63.0,0,
ST007559,S0044,Escola 44,PR,Londrina,2023,9º Ano EF,11,M,Baixa,Fundamental Completo,1011,0,0.672,44.0,1,4,Urbano,0.021,65.5,1,2023-02-18
ST007560,S0163,Escola 163,AM,Parintins,2023,7º Ano EF,9,F,Alta,Fundamental Completo,6746,0,0.884,89.5,0,4,Urbano,0.057,87.4,0,
ST007561,S0070,Escola 70,RS,Santa Maria,2020,6º Ano EF,13,M,Média,Fundamental Incompleto,1526,0,0.956,42.4,0,5,Rural,0.073,60.3,1,2020-10-31
ST007562,S0065,Escola 65,MG,Belo Horizonte,2020,1º Ano EM,14,F,Baixa,Fundamental Completo,513,0,0.777,45.9,0,2,Rural,0.067,82.2,0,
ST007563,S0110,Escola 110,MG,Belo Horizonte,2022,5º Ano EF,10,F,Baixa,Médio,2973,0,0.677,87.0,0,4,Urbano,0.066,68.9,0,
ST007564,S0149,Escola 149,SP,Santos,2024,8º Ano EF,15,M,Baixa,Fundamental Completo,1356,0,0.744,60.6,0,4,Rural,0.066,77.8,0,
ST007565,S0186,Escola 186,AM,Manacapuru,2019,2º Ano EF,8,F,Média,Superior,6859,1,0.813,55.7,0,3,Urbano,0.058,80.7,0,
ST007566,S0092,Escola 92,CE,Fortaleza,2019,6º Ano EF,10,M,Alta,Superior,12285,1,0.891,64.8,0,3,Rural,0.036,84.5,0,
ST007567,S0167,Escola 167,MG,Uberlândia,2018,9º Ano EF,14,M,Média,Superior,1715,0,0.881,60.1,0,4,Urbano,0.054,82.3,0,
ST007568,S0064,Escola 64,MG,Belo Horizonte,2023,8º Ano EF,14,F,Média,Pós-graduação,3366,0,0.794,70.0,0,5,Urbano,0.026,52.1,0,
ST007569,S0098,Escola 98,RS,Caxias do Sul,2019,1º Ano EF,6,M,Alta,Superior,9922,0,1.0,76.7,0,5,Rural,0.089,73.9,0,
ST007570,S0142,Escola 142,RJ,Niterói,2020,5º Ano EF,11,F,Baixa,Médio,1786,1,0.711,49.4,0,3,Urbano,0.038,89.6,1,2020-05-05
ST007571,S0056,Escola 56,SP,São Paulo,2021,5º Ano EF,13,F,Média,Médio,2418,0,0.93,54.6,0,4,Urbano,0.079,84.0,0,
ST007572,S0040,Escola 40,CE,Juazeiro do Norte,2023,1º Ano EF,6,M,Média,Fundamental Completo,3909,0,0.9,36.7,0,4,Urbano,0.073,73.0,0,
ST007573,S0122,Escola 122,RS,Santa Maria,2020,1º Ano EF,7,M,Alta,Fundamental Completo,5455,0,1.0,83.1,0,2,Rural,0.039,56.4,0,
ST007574,S0131,Escola 131,PA,Belém,2024,8º Ano EF,13,F,Alta,Fundamental Incompleto,16297,0,0.912,79.7,0,4,Urbano,0.067,46.7,0,
ST007575,S0093,Escola 93,PA,Marabá,2021,7º Ano EF,11,F,Média,Médio,4049,0,0.981,66.5,0,3,Urbano,0.076,59.5,0,
ST007576,S0149,Escola 149,SP,Santos,2023,1º Ano EM,17,M,Baixa,Médio,1358,0,0.717,56.0,0,4,Urbano,0.066,77.8,0,
ST007577,S0109,Escola 109,BA,Ilhéus,2022,7º Ano EF,15,M,Média,Médio,11362,0,0.876,53.2,0,6,Urbano,0.087,73.9,0,
ST007578,S0027,Escola 27,CE,Fortaleza,2023,2º Ano EM,13,M,Baixa,Fundamental Incompleto,3372,0,0.805,49.8,0,5,Urbano,0.062,52.7,1,2023-07-26
ST007579,S0185,Escola 185,PA,Belém,2024,2º Ano EF,7,M,Baixa,Superior,4068,0,0.695,59.5,0,4,Urbano,0.085,66.6,0,
ST007580,S0064,Escola 64,MG,Belo Horizonte,2023,2º Ano EM,15,M,Alta,Fundamental Completo,10409,0,0.871,53.6,0,4,Urbano,0.026,52.1,0,
ST007581,S0023,Escola 23,PR,Maringá,2020,3º Ano EF,7,M,Média,Fundamental Incompleto,4070,0,1.0,96.5,0,3,Urbano,0.05,71.0,0,
ST007582,S0016,Escola 16,RS,Porto Alegre,2022,5º Ano EF,9,M,Alta,Fundamental Incompleto,40150,0,0.876,72.1,0,4,Urbano,0.032,61.6,0,
ST007583,S0181,Escola 181,BA,Feira de Santana,2020,4º Ano EF,9,M,Baixa,Superior,863,0,0.73,43.1,0,2,Urbano,0.026,79.4,1,2020-09-04
ST007584,S0162,Escola 162,RS,Caxias do Sul,2024,3º Ano EM,15,M,Baixa,Superior,1315,0,0.869,44.2,0,4,Urbano,0.037,81.8,1,2024-06-11
ST007585,S0034,Escola 34,PR,Curitiba,2024,1º Ano EF,6,M,Alta,Fundamental Completo,11345,0,0.921,75.0,0,6,Rural,0.054,54.1,0,
ST007586,S0042,Escola 42,PE,Petrolina,2024,9º Ano EF,12,M,Alta,Superior,11057,0,0.911,98.0,0,3,Urbano,0.052,72.6,0,
ST007587,S0049,Escola 49,CE,Juazeiro do Norte,2024,9º Ano EF,13,M,Média,Fundamental Completo,4064,0,0.825,80.9,0,4,Urbano,0.066,75.2,0,
ST007588,S0101,Escola 101,CE,Juazeiro do Norte,2024,2º Ano EF,6,F,Média,Fundamental Completo,4577,0,0.976,68.0,0,5,Rural,0.07,48.8,0,
ST007589,S0078,Escola 78,PE,Olinda,2018,9º Ano EF,13,M,Baixa,Fundamental Incompleto,1766,0,0.893,25.7,0,7,Rural,0.08,65.5,1,2018-07-27
